position,variable,label,storage_type,n_valid,n_missing,n_distinct,value_labels,observed_values,min,max
180,aid41other,,str,15,1185,6,,"[""Does not want to study"", ""Education does not provide a bright future"", ""Education doesn't lead to a job"", ""Lack of awareness"", ""Nothing"", ""Social factors""]",,
181,aid42,,str,1133,67,17,,"[""Access (admission, qualification, regulation, etc.)"", ""Content"", ""Cost"", ""Cultural barriers"", ""Don't know (Do not read)"", ""Environment"", ""Family disapproval"", ""Governance/ organization"", ""Information"", ""No further reply"", ""Other"", ""Physical access "", ""Previous negative experience"", ""Resources"", ""Safety"", ""Time"", ""Transportation""]",,
182,aid42other,,str,14,1186,4,,"[""Did not succeed in the official program"", ""Does not have connections (Wasta)"", ""No programs in many areas / regions"", ""The official program is not good""]",,
183,aid5a,,str,1200,0,7,,"[""Agree very strongly with statement 1"", ""Agree very strongly with statement 2"", ""Agree with neither (Do not read)"", ""Agree with statement 1"", ""Agree with statement 2"", ""Decline to answer (Do not read)"", ""Don't know (Do not read)""]",,
184,aid5b,,str,1200,0,6,,"[""Agree very strongly with statement 1"", ""Agree very strongly with statement 2"", ""Agree with neither (Do not read)"", ""Agree with statement 1"", ""Agree with statement 2"", ""Don't know (Do not read)""]",,
185,aid5c,,str,1200,0,6,,"[""Agree very strongly with statement 1"", ""Agree very strongly with statement 2"", ""Agree with neither (Do not read)"", ""Agree with statement 1"", ""Agree with statement 2"", ""Don't know (Do not read)""]",,
186,aid5d,,str,1200,0,7,,"[""Agree very strongly with statement 1"", ""Agree very strongly with statement 2"", ""Agree with neither (Do not read)"", ""Agree with statement 1"", ""Agree with statement 2"", ""Decline to answer (Do not read)"", ""Don't know (Do not read)""]",,
187,aid5e,,str,1200,0,6,,"[""Agree very strongly with statement 1"", ""Agree very strongly with statement 2"", ""Agree with neither (Do not read)"", ""Agree with statement 1"", ""Agree with statement 2"", ""Don't know (Do not read)""]",,
188,q7001,,str,1200,0,5,,"[""Become stronger than they were in previous years"", ""Become weaker than they were in previous years"", ""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Remain the same as they were in previous years""]",,
189,q7002,,str,1200,0,5,,"[""Become stronger than they were in previous years"", ""Become weaker than they were in previous years"", ""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Remain the same as they were in previous years""]",,
190,q7003,,str,1200,0,5,,"[""Become stronger than they were in previous years"", ""Become weaker than they were in previous years"", ""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Remain the same as they were in previous years""]",,
191,q7004,,str,1200,0,5,,"[""Become stronger than they were in previous years"", ""Become weaker than they were in previous years"", ""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Remain the same as they were in previous years""]",,
192,q7007,,str,1200,0,5,,"[""Become stronger than they were in previous years"", ""Become weaker than they were in previous years"", ""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Remain the same as they were in previous years""]",,
193,q7008,,str,1200,0,5,,"[""Become stronger than they were in previous years"", ""Become weaker than they were in previous years"", ""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Remain the same as they were in previous years""]",,
194,q7011,,str,1200,0,7,,"[""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Neither positive nor negative"", ""Somewhat negative"", ""Somewhat positive"", ""Very negative"", ""Very positive""]",,
195,q7012,,str,1200,0,7,,"[""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Neither positive nor negative"", ""Somewhat negative"", ""Somewhat positive"", ""Very negative"", ""Very positive""]",,
196,q7013,,str,1200,0,7,,"[""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Neither positive nor negative"", ""Somewhat negative"", ""Somewhat positive"", ""Very negative"", ""Very positive""]",,
197,q7014,,str,1200,0,7,,"[""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Neither positive nor negative"", ""Somewhat negative"", ""Somewhat positive"", ""Very negative"", ""Very positive""]",,
198,q7011sy,,str,0,1200,0,,,,
199,q7012sy,,str,0,1200,0,,,,
200,q7013sy,,str,0,1200,0,,,,
201,q7014sy,,str,0,1200,0,,,,
202,q713,,str,1200,0,7,,"[""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Promoting democracy"", ""Promoting economic development"", ""Promoting women’s rights"", ""Resolving the Arab-Israeli conflict"", ""The US should not get involved""]",,
203,q701b,,str,1200,0,7,,"[""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Neither good nor bad"", ""Somewhat bad"", ""Somewhat good"", ""Very bad"", ""Very good""]",,
204,q704,,str,1200,0,6,,"[""Acceptable"", ""Acceptable with conditions"", ""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Unacceptable because they are harmful to national interests"", ""Unacceptable on principle""]",,
205,q705,,str,1200,0,5,,"[""Both are equally important (Do not read)"", ""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""External factors"", ""Internal factors""]",,
206,q707,,str,1200,0,4,,"[""Agree"", ""Decline to answer (Do not read)"", ""Disagree"", ""Don't know (Do not read)""]",,
207,q708,,str,1200,0,6,,"[""Agree"", ""Decline to answer (Do not read)"", ""Disagree"", ""Don't know (Do not read)"", ""Strongly agree"", ""Strongly disagree""]",,
208,q709a,,str,1200,0,4,,"[""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Oppose"", ""Support""]",,
209,q709aoppose,,str,375,825,48,,"[""Colonialization"", ""Don't know (Do not read)"", ""I do not like Israel"", ""Islam does not allow"", ""Israel and Palestine cannot agree"", ""Israel cannot be trusted"", ""Israel does not have the right"", ""Israel does not have the right to have the land"", ""Israel doesn't exist"", ""Israel has hurt the Palestinians"", ""Israel is a Jewish country"", ""Israel is abusing Palestine"", ""Israel is bad"", ""Israel is not a Muslim country"", ""Israel is threatening Palestine"", ""Israel oppresses the Palestinians"", ""Israel should not have a country"", ""Israel will abuse them"", ""Israel will not accept the agreement"", ""Israel will threaten Palestine"", ""Israelis are Zionists"", ""It is not fair"", ""Jerusalem is for Muslims"", ""Jerusalem is for the Arabs"", ""Jerusalem should be Palestinian"", ""My principles"", ""Nothing will change"", ""Palestine is an Arab country"", ""Palestine is an Islamic country"", ""Palestine is for all of us"", ""Palestine is for the Palestinians"", ""Palestine should be free"", ""Palestine should be independent"", ""Palestine should have her right"", ""Palestinians would refuse"", ""Religious reasons"", ""The land is Palestinian"", ""The problem is very complicated"", ""There is only Palestine"", ""They cannot live in peace"", ""They do not have the same religion"", ""They should be united in one country"", ""They should have separation between them"", ""They should stop the embargo on Palestine"", ""They will go to war"", ""They will have many problems"", ""This solution could not be applied"", ""This solution is not good for Palestine""]",,
210,q7114,,str,1200,0,6,,"[""Agree to a large extent"", ""Agree to some extent"", ""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Don’t agree"", ""Don’t agree at all""]",,
211,q7115,,str,1200,0,6,,"[""Agree to a large extent"", ""Agree to some extent"", ""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Don’t agree"", ""Don’t agree at all""]",,
212,q714,,str,1200,0,12,,"[""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Iran"", ""Israel"", ""Libya"", ""Other"", ""Russia"", ""Saudi Arabia"", ""Syria"", ""The European Union"", ""The United States"", ""Turkey""]",,
213,q714other,,str,55,1145,7,,"[""Algeria"", ""Iraq"", ""Islamic State"", ""None specified"", ""Qatar"", ""Tunisia"", ""UAE""]",,
214,q714jo,,str,0,1200,0,,,,
215,q826,,str,1200,0,5,,"[""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""No threat at all"", ""Somewhat of a threat"", ""Very grave threat""]",,
216,q827,,str,1200,0,5,,"[""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""No threat at all"", ""Somewhat of a threat"", ""Very grave threat""]",,
217,q828,,str,1200,0,6,,"[""Certainly does not represent true Islam"", ""Certainly represents true Islam"", ""Decline to answer (Do not read)"", ""Does not represent true Islam"", ""Don't know (Do not read)"", ""Represents true Islam""]",,
218,q829,,str,1200,0,6,,"[""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""I agree to a large extent"", ""I disagree to a large extent"", ""I somewhat agree"", ""I somewhat disagree""]",,
219,q830,,str,1200,0,6,,"[""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""I agree to a large extent"", ""I disagree to a large extent"", ""I somewhat agree"", ""I somewhat disagree""]",,
220,q831,,str,1200,0,13,,"[""Al-Qaeda"", ""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""GCC country (other than Saudi Arabia)"", ""Iran"", ""Israel"", ""Other"", ""Political exclusion"", ""Russia"", ""Saudi Arabia"", ""Sectarian differences"", ""Social injustice"", ""The United States""]",,
221,q831other,,str,123,1077,32,,"[""Abu Ayyad al-Tunisi"", ""Abu Bakr Baghdadi (ISIS leader)"", ""Abu Yahya al-Libi"", ""Afghanistan"", ""All the governments in the world"", ""Arab Revolutions"", ""Arab Socialist Ba'ath Party in Iraq"", ""Arab countries"", ""Arab politicians"", ""Aymen Zawahiri (Al Qaeda Leader)"", ""Bashar Assad (Syrian President)"", ""Contraband groups"", ""Ennahda"", ""Iraq"", ""Islamic countries"", ""Lebanon"", ""Libya"", ""Moncef Marzouki"", ""Multiple countries"", ""No single cause"", ""Osama bin Laden"", ""Rached Ghannouchi"", ""Regional instability"", ""Religious culture"", ""Religious extremism"", ""Salafis"", ""Syria"", ""Tunisian parties"", ""Turkey"", ""Western countries"", ""Zine El Abidine Ben Ali"", ""Zionists""]",,
222,q832,,str,1200,0,8,,"[""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Holding free and fair elections under international supervision"", ""Military intervention by an Arab coalition"", ""Military intervention by an international coalition including Arab and Western countries"", ""None of the above"", ""Other"", ""Reforms led by the current government""]",,
223,q832other,,str,21,1179,15,,"[""All the religious sects should have an agreement"", ""Armed intervention from an African and Asian coalition"", ""Dialogue"", ""Dialogue with a worldwide coalition"", ""ISIS should be eliminated"", ""Peaceful solution from a global coalition"", ""Peaceful solution from an Arab coalition"", ""Stopping the foreign intervention in Syria"", ""Syrian President Bashar al-Assad should be eliminated"", ""The Syrian people have the right to decide their own destiny"", ""The Syrian president should leave"", ""The Syrian president should stay"", ""The Syrians should make peace"", ""The Syrians should manage their own crisis"", ""There is no solution""]",,
224,q832a,,str,1200,0,5,,"[""A political solution through consultations with neighbouring and other countries is the most effective way to resolve the crisis in Libya"", ""Agree with neither statement (Do not read)"", ""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Military operations are the most effective way to resolve the crisis in Libya""]",,
225,q833,,str,1200,0,6,,"[""Concerned to a great extent"", ""Concerned to a medium extent"", ""Concerned to a small extent"", ""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Not concerned at all""]",,
226,q8341,,str,1200,0,6,,"[""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Not angry at all"", ""Not very angry"", ""Somewhat angry"", ""Very angry""]",,
227,q8342,,str,1200,0,6,,"[""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Not angry at all"", ""Not very angry"", ""Somewhat angry"", ""Very angry""]",,
228,q8343,,str,1200,0,6,,"[""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Not angry at all"", ""Not very angry"", ""Somewhat angry"", ""Very angry""]",,
229,q8344,,str,1200,0,6,,"[""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Not angry at all"", ""Not very angry"", ""Somewhat angry"", ""Very angry""]",,
230,q8345,,str,1200,0,6,,"[""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Not angry at all"", ""Not very angry"", ""Somewhat angry"", ""Very angry""]",,
231,q901,,str,1200,0,8,,"[""Arab (Ethnicity)"", ""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Local community, city where I live"", ""Muslim/Christian (Religion)"", ""Region (GCC, Maghreb, etc.)"", ""Your country of birth"", ""Your tribe or extended family""]",,
232,q901other,,str,0,1200,0,,,,
233,q1001,,str,1200,0,71,,,,
234,q1001a,,str,1200,0,26,,"[""Ariana"", ""Beja"", ""Ben Arous"", ""Bizerte"", ""Gabes"", ""Gafsa"", ""Jendouba"", ""Kairouan"", ""Kasserine"", ""Kebili"", ""Kef"", ""Mahdia"", ""Manouba"", ""Mednine"", ""Monastir"", ""Nabeul"", ""Not from Tunisia"", ""Refused to answer (do not read)"", ""Seliana"", ""Sfax"", ""Sidi Bouzid"", ""Sousse"", ""Tatouine"", ""Tozeur"", ""Tunis"", ""Zaghouan""]",,
235,q1001aother,,str,5,1195,4,,"[""Algeria"", ""France"", ""Morocco"", ""UAE""]",,
236,q1001c,,str,1200,0,82,,,,
237,q1002,,str,1200,0,2,,"[""Female"", ""Male""]",,
238,q1003,,str,0,1200,0,,,,
239,t1003,,str,1200,0,7,,"[""Above BA"", ""BA"", ""Decline to answer (Do not read)"", ""Elementary"", ""Illiterate/No formal education"", ""Preparatory/Basic"", ""Secondary""]",,
240,q1004,,str,1200,0,2,,"[""No"", ""Yes""]",,
241,q1005,,str,766,434,6,,"[""Decline to answer (Do not read)"", ""Housewife"", ""Other"", ""Retired"", ""Student"", ""Unemployed""]",,
242,q1005other,,str,0,1200,0,,,,
243,q1006,,str,434,766,3,,"[""Decline to answer (Do not read)"", ""Full time (30 hours or more a week)"", ""Part time (Less than 30 hours a week)""]",,
244,q1006a,,str,434,766,3,,"[""Other"", ""Private"", ""Public""]",,
245,q1007,,str,127,1073,3,,"[""A governmental employee"", ""Employer/director of an institution with 10 employees or more"", ""Working at the armed forces or the police""]",,
246,q1007other,,str,0,1200,0,,,,
247,q1007a,,str,273,927,9,,"[""Agricultural worker/Owner of a farm"", ""Craftsperson"", ""Employer/director of an institution with 10 employees or more"", ""Employer/director of an institution with less than 10 employees"", ""Manual laborer"", ""Other"", ""Owner of a shop/grocery store"", ""Private sector employee"", ""Professional such as a lawyer, accountant, teacher, doctor, etc.""]",,
248,q1007aother,,str,2,1198,1,,"[""Fisherman""]",,
249,q1010,,str,1200,0,6,,"[""Decline to answer (Do not read)"", ""Divorced or separated"", ""Engaged"", ""Married"", ""Unmarried or Bachelor"", ""Widowed""]",,
250,q1010b,,str,942,258,8,,"[""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7""]",,
251,q1010c,,str,376,824,4,,"[""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""No"", ""Yes""]",,
252,q1011,,str,863,337,16,,"[""Agricultural worker/Owner of a farm"", ""Craftsperson"", ""Decline to answer (Do not read)"", ""Does not work"", ""Don't know (Do not read)"", ""Employer/director of an institution with 10 employees or more"", ""Employer/director of an institution with less than 10 employees"", ""Government employee"", ""Housewife"", ""Manual laborer"", ""Member of the armed forces / Public security"", ""Owner of a shop/grocery store"", ""Private sector employee"", ""Professional such as a lawyer, accountant, teacher, doctor, etc."", ""Retired"", ""Student""]",,
253,q1011other,,str,0,1200,0,,,,
254,q1011a,,str,1200,0,2,,"[""No"", ""Yes""]",,
255,q1011b,,str,1200,0,2,,"[""No"", ""Yes""]",,
256,q1011c,,str,1200,0,3,,"[""Mobile"", ""No"", ""Smartphone""]",,
257,q609,,str,1200,0,5,,"[""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Not religious"", ""Religious"", ""Somewhat religious""]",,
258,q6101,,str,1200,0,7,,"[""Always"", ""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Most of the time"", ""Never"", ""Rarely"", ""Sometimes""]",,
259,q6106,,str,1200,0,7,,"[""Always"", ""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Most of the time"", ""Never"", ""Rarely"", ""Sometimes""]",,
260,q1012,,str,1200,0,1,,"[""Muslim""]",,
261,q1012other,,str,0,1200,0,,,,
262,q1012a,,str,1200,0,5,,"[""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Just a Muslim"", ""Shia"", ""Sunni""]",,
263,q1015aalg,,str,0,1200,0,,,,
264,q1015aegy,,str,0,1200,0,,,,
265,q1015ajor,,str,0,1200,0,,,,
266,q1015aleb,,str,0,1200,0,,,,
267,q1015amor,,str,0,1200,0,,,,
268,q1015apal,,str,0,1200,0,,,,
269,q1015atun,,str,1200,0,4,,"[""DT 500 or more"", ""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Less than DT 500""]",,
270,q1015balg,,str,0,1200,0,,,,
271,q1015begy,,str,0,1200,0,,,,
272,q1015bjor,,str,0,1200,0,,,,
273,q1015bleb,,str,0,1200,0,,,,
274,q1015bmor,,str,0,1200,0,,,,
275,q1015bpal,,str,0,1200,0,,,,
276,q1015btun,,str,594,606,7,,"[""DT 100-200"", ""DT 200-300"", ""DT 300-400"", ""DT 400-500"", ""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Less than DT 100""]",,
277,q1015calg,,str,0,1200,0,,,,
278,q1015cegy,,str,0,1200,0,,,,
279,q1015cjor,,str,0,1200,0,,,,
280,q1015cleb,,str,0,1200,0,,,,
281,q1015cmor,,str,0,1200,0,,,,
282,q1015cpal,,str,0,1200,0,,,,
283,q1015ctun,,str,532,668,8,,"[""DT 1000-1500"", ""DT 1500-2000"", ""DT 2000 or more"", ""DT 600-800"", ""DT 800-1000"", ""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Less than DT 600""]",,
284,q1016,,str,1200,0,6,,"[""Decline to answer (Do not read)"", ""Don't know (Do not read)"", ""Our household income covers our expenses well and we are able to save."", ""Our household income covers our expenses without notable difficulties."", ""Our household income does not cover our expenses and we face significant difficulties in meeting our needs."", ""Our household income does not cover our expenses and we face some difficulties in meeting our needs.""]",,
285,q1017,,str,1200,0,5,,"[""Decline to answer (Do not read)"", ""We do not receive anything"", ""Yes, a few times a year"", ""Yes, monthly"", ""Yes, once a year""]",,
286,q1019a,,str,1200,0,1,,"[""Arabic""]",,
287,q1019b,,str,1200,0,6,,"[""English"", ""French"", ""German"", ""Italian"", ""None"", ""Spanish""]",,
288,q1020jo,,str,0,1200,0,,,,
289,q2008,,str,1200,0,2,,"[""Female"", ""Male""]",,
290,q2008a,,str,0,1200,0,,,,
