studyno,version,doi,country,c_sample,c_alphan,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,TN_v34,v35,TN_v36,v37,TN_v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,SEX,BIRTH,AGE,EDUCYRS,TN_DEGR,DEGREE,WORK,WRKHRS,EMPREL,WRKSUP,NSUP,TYPORG1,TYPORG2,ISCO08,MAINSTAT,PARTLIV,SPWORK,SPWRKHRS,SPEMPREL,SPWRKSUP,SPISCO08,SPMAINST,UNION,TN_RELIG,RELIGGRP,ATTEND,ATTD_EXT,TOPBOT,VOTE_LE,TN_PRTY,PARTY_LR,TN_ETHN1,TN_ETHN2,HOMPOP,HHADULT,HHCHILDR,HHTODD,TN_RINC,TN_INC,MARITAL,F_BORN,M_BORN,URBRURAL,TN_REG,CASEID,SUBSCASE,DATEYR,DATEMO,DATEDY,WEIGHT,MODE,PARTIALS
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Not at all happy,Neither satisfied nor dissatisfied,Always wrong,Always wrong,Wrong only sometimes,Strongly disagree,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,Strongly agree,Disagree,Strongly disagree,Neither agree nor disagree,Too much power,Definitely accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, probably",Strongly disagree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Treats men and women equally,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Never,Never,Never,Never,No,No,Never,Neither religious nor non-religious,"I follow a religion, I am a spiritual person",Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly agree,Strongly disagree,Disagree,Disagree,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Fair,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Male,1994.0,24.0,9.0,Secondary school,"Post secondary, non-tertiary (other upper secondary programs toward the labour market or technical formation)",I am currently not in paid work but I had paid work in the past,NAP (Code 2 or 3 in WORK),Self-employed without employees,NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),Private employer,NAP (Code 3 in WORK; NAV (TN),Other,No partner,NAP (Code 3 or 7 in PARTLIV),"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)","NAP (Code 3, 7 in PARTLIV)","No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),04,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Seven persons,No answer,No children [school entry age] to 17,Eight children below [age of school entry],No income,No answer,"Never married/ never in a civil partnership, single",Tunisia,Tunisia,A big city,Sbiba,2018007880000654.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Not very happy,Very satisfied,Always wrong,Always wrong,Wrong only sometimes,Neither agree nor disagree,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,Disagree,Strongly disagree,Strongly disagree,Agree,Far too much power,Probably accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely",Strongly disagree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Treats men and women equally,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Never,Never,Several times a day,Never,Yes,No,Never,Somewhat religious,"I follow a religion, I am a spiritual person",Agree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Fair,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Female,1957.0,61.0,4.0,Basic education (primary and lowar secondary),Lower secondary (secondary completed that does not allow entry to university: end of obligatory school),I have never had paid work,NAP (Code 2 or 3 in WORK),NAP (Code 3 in WORK),NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),NAP (Code 3 in WORK),NAP (Code 3 in WORK; NAV (TN),Domestic work,No partner,NAP (Code 3 or 7 in PARTLIV),"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)","NAP (Code 3, 7 in PARTLIV)","No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),06,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Three persons,Three adults,No children [school entry age] to 17,No children below [age of school entry],No income,No answer,Widowed/ civil partner died,Tunisia,Tunisia,A big city,Sbiba,2018007880000655.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Not very happy,Very satisfied,Always wrong,Always wrong,Wrong only sometimes,Disagree,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,Strongly disagree,Disagree,Strongly disagree,Neither agree nor disagree,Too much power,Definitely accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, probably",Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly agree,Can't choose,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Never,Never,Never,Never,No,No,Never,Neither religious nor non-religious,"I follow a religion, I am a spiritual person",Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Disagree,Neither agree nor disagree,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Fair,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Male,1990.0,28.0,10.0,Secondary school,"Post secondary, non-tertiary (other upper secondary programs toward the labour market or technical formation)","I am currently in paid work,",36.0,Self-employed without employees,NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),No answer,NAP (Code 3 in WORK; NAV (TN),In paid work,No partner,NAP (Code 3 or 7 in PARTLIV),"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)","NAP (Code 3, 7 in PARTLIV)","No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),06,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Seven persons,Seven adults,No children [school entry age] to 17,No children below [age of school entry],Refused,No answer,"Never married/ never in a civil partnership, single",Tunisia,Tunisia,A big city,El Ayoun Kalaat ouled Askar,2018007880000656.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Not very happy,Fairly satisfied,Always wrong,Always wrong,Wrong only sometimes,Disagree,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,Disagree,Disagree,Disagree,Neither agree nor disagree,Too much power,Probably accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, probably",Disagree,Neither agree nor disagree,Agree,Disagree,Strongly agree,Agree,Can't choose,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Never,Never,Never,Several times a week,Yes,No,About once a month or more,Somewhat religious,"I follow a religion, I am a spiritual person",Agree,Neither agree nor disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Neither positive nor negative,Neither positive nor negative,Can't choose,Can't choose,Neither positive nor negative,Neither positive nor negative,Good,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Male,1958.0,60.0,6.0,Basic education (primary and lowar secondary),Lower secondary (secondary completed that does not allow entry to university: end of obligatory school),I am currently not in paid work but I had paid work in the past,NAP (Code 2 or 3 in WORK),Self-employed without employees,NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),Private employer,NAP (Code 3 in WORK; NAV (TN),Retired,"Yes, have partner; live in same household",Never had paid work,"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)",Domestic work,"No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),06,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Seven persons,Seven adults,No children [school entry age] to 17,No children below [age of school entry],500000.0,500000.0,Married,Tunisia,Tunisia,A big city,Sbiba,2018007880000657.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Happy,Fairly satisfied,Always wrong,Always wrong,Always wrong,Strongly disagree,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,Strongly agree,Disagree,Strongly disagree,Agree,Too much power,Probably accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely",Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Can't choose,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Never,Never,Several times a year,Never,No,No,Never,Neither religious nor non-religious,"I follow a religion, I am a spiritual person",Neither agree nor disagree,Neither agree nor disagree,Can't choose,Strongly disagree,Strongly disagree,Strongly disagree,Can't choose,Neither positive nor negative,Neither positive nor negative,Can't choose,Can't choose,Neither positive nor negative,Neither positive nor negative,Good,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Female,1995.0,23.0,19.0,Tertiary,"Lower level tertiary, first stage (also technical schools at a tertiary level)",I have never had paid work,NAP (Code 2 or 3 in WORK),NAP (Code 3 in WORK),NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),NAP (Code 3 in WORK),NAP (Code 3 in WORK; NAV (TN),In education,No partner,NAP (Code 3 or 7 in PARTLIV),"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)","NAP (Code 3, 7 in PARTLIV)","No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),07,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Seven persons,Seven adults,No children [school entry age] to 17,No children below [age of school entry],No income,Don't know,"Never married/ never in a civil partnership, single",Tunisia,Tunisia,A big city,Sbiba,2018007880000658.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Not very happy,Fairly satisfied,Always wrong,Always wrong,Almost always wrong,Disagree,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,Agree,Disagree,Strongly disagree,Strongly agree,Too much power,Probably accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, probably","Yes, probably",Strongly disagree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Treats men better than women,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Never,Never,Never,Never,No,No,Never,Neither religious nor non-religious,"I follow a religion, I am a spiritual person",Neither agree nor disagree,Neither agree nor disagree,Can't choose,Disagree,Strongly disagree,Strongly disagree,Can't choose,Neither positive nor negative,Neither positive nor negative,Can't choose,Can't choose,Neither positive nor negative,Neither positive nor negative,Good,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Male,1988.0,30.0,14.0,Secondary school,"Post secondary, non-tertiary (other upper secondary programs toward the labour market or technical formation)","I am currently in paid work,",36.0,Self-employed without employees,NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),Private employer,NAP (Code 3 in WORK; NAV (TN),In paid work,No partner,NAP (Code 3 or 7 in PARTLIV),"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)","NAP (Code 3, 7 in PARTLIV)","No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),06,No answer,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Six persons,Six adults,No children [school entry age] to 17,No children below [age of school entry],600000.0,No answer,"Never married/ never in a civil partnership, single",Tunisia,Tunisia,A big city,Sbiba,2018007880000659.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Happy,Very satisfied,Always wrong,Always wrong,Wrong only sometimes,Disagree,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,Agree,Disagree,Disagree,Disagree,Far too much power,Definitely accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, probably",Strongly disagree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Can't choose,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Never,Never,Several times a day,Never,Yes,No,Never,Somewhat religious,"I follow a religion, I am a spiritual person",Agree,Agree,Can't choose,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither positive nor negative,Neither positive nor negative,Can't choose,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Good,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Female,1992.0,26.0,16.0,Tertiary,"Lower level tertiary, first stage (also technical schools at a tertiary level)",I have never had paid work,NAP (Code 2 or 3 in WORK),NAP (Code 3 in WORK),NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),NAP (Code 3 in WORK),NAP (Code 3 in WORK; NAV (TN),In education,No partner,NAP (Code 3 or 7 in PARTLIV),"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)","NAP (Code 3, 7 in PARTLIV)","No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),06,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Three persons,Three adults,No children [school entry age] to 17,No children below [age of school entry],No income,No answer,"Never married/ never in a civil partnership, single",Tunisia,Tunisia,A big city,Sbiba,2018007880000660.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Happy,Very satisfied,Always wrong,Always wrong,Wrong only sometimes,Strongly disagree,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,Agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Far too much power,Definitely accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, probably",Strongly disagree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Can't choose,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Never,Never,Several times a day,Never,Yes,No,Never,Somewhat religious,"I follow a religion, I am a spiritual person",Neither agree nor disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Can't choose,Neither positive nor negative,Somewhat positive,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Neither positive nor negative,Good,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Female,1991.0,27.0,17.0,Tertiary,"Lower level tertiary, first stage (also technical schools at a tertiary level)",I have never had paid work,NAP (Code 2 or 3 in WORK),NAP (Code 3 in WORK),NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),NAP (Code 3 in WORK),NAP (Code 3 in WORK; NAV (TN),In education,No partner,NAP (Code 3 or 7 in PARTLIV),"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)","NAP (Code 3, 7 in PARTLIV)","No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),05,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Seven persons,Seven adults,No children [school entry age] to 17,No children below [age of school entry],No income,No answer,"Never married/ never in a civil partnership, single",Tunisia,Tunisia,A big city,Sbiba,2018007880000661.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Happy,Very satisfied,Always wrong,Always wrong,Always wrong,Agree,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,Disagree,Disagree,Strongly disagree,Agree,Too much power,Definitely not accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, probably",Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Can't choose,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Never,Never,Several times a day,Never,No,No,Never,Somewhat religious,"I follow a religion, I am a spiritual person",Agree,Agree,Can't choose,Strongly disagree,Strongly disagree,Strongly disagree,Can't choose,Somewhat negative,Somewhat positive,Can't choose,Can't choose,Somewhat negative,Somewhat negative,Good,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Female,1938.0,80.0,"No formal schooling, no years at school",No formal education,No formal education,I have never had paid work,NAP (Code 2 or 3 in WORK),NAP (Code 3 in WORK),NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),NAP (Code 3 in WORK),NAP (Code 3 in WORK; NAV (TN),Permanently sick or disabled,No partner,NAP (Code 3 or 7 in PARTLIV),"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)","NAP (Code 3, 7 in PARTLIV)","No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),06,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Two persons,Two adults,No children [school entry age] to 17,No children below [age of school entry],500000.0,500000.0,Widowed/ civil partner died,Tunisia,Tunisia,A country village,Ech-Chaffaï Thala,2018007880000662.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Happy,Very satisfied,Always wrong,Always wrong,Always wrong,Neither agree nor disagree,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,Agree,Strongly disagree,Strongly disagree,Disagree,Far too much power,Definitely not accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely",Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Can't choose,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Never,Never,Several times a day,Never,Yes,No,Never,Somewhat religious,"I follow a religion, I am a spiritual person",Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither positive nor negative,Somewhat positive,Can't choose,Can't choose,Somewhat negative,Somewhat negative,Good,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Female,1963.0,55.0,6.0,Basic education (primary and lowar secondary),Lower secondary (secondary completed that does not allow entry to university: end of obligatory school),I have never had paid work,NAP (Code 2 or 3 in WORK),NAP (Code 3 in WORK),NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),NAP (Code 3 in WORK),NAP (Code 3 in WORK; NAV (TN),Domestic work,No partner,NAP (Code 3 or 7 in PARTLIV),"NAP (Code 0, 2 or 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0, 3 in SPWORK)","NAP (Code 0,3 in SPWORK; NAV (TN)","NAP (Code 3, 7 in PARTLIV)","No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),07,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Two persons,Two adults,No children [school entry age] to 17,No children below [age of school entry],No income,No answer,"Never married/ never in a civil partnership, single",Tunisia,Tunisia,A country village,Ech-Chaffaï Thala,2018007880000663.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
GESIS Data Archive Study Number ZA7629,1.0.0 (2020-10-09),doi:10.4232/1.13516,TN-Tunisia,TN-Tunisia,TN,Not very happy,Very satisfied,Always wrong,Always wrong,Always wrong,Strongly disagree,No confidence at all,No confidence at all,No confidence at all,No confidence at all,No confidence at all,Neither agree nor disagree,Disagree,Strongly disagree,Neither agree nor disagree,Far too much power,Probably accept,Definitely not,Definitely not,I know God really exists and have no doubts about it,I believe in God now and I always have,"Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely","Yes, definitely",Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Can't choose,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Sunni Muslim,Not provided,Never,Never,Never,Several times a day,Never,Yes,No,Never,Somewhat religious,"I follow a religion, I am a spiritual person",Agree,Agree,Can't choose,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither positive nor negative,Neither positive nor negative,Can't choose,Can't choose,Neither positive nor negative,Neither positive nor negative,Good,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available,Female,1982.0,36.0,17.0,Tertiary,"Lower level tertiary, first stage (also technical schools at a tertiary level)",I have never had paid work,NAP (Code 2 or 3 in WORK),NAP (Code 3 in WORK),NAP (Code 3 in WORK),"NAP (code 2, 0 in WRKSUP)",NAP (Code 3 in WORK; NAV (TN),NAP (Code 3 in WORK),NAP (Code 3 in WORK; NAV (TN),Domestic work,"Yes, have partner; live in same household","Currently not in paid work, paid work in the past","NAP (Code 0, 2 or 3 in SPWORK)",Working for own family's business,No,"NAP (Code 0,3 in SPWORK; NAV (TN)",In paid work,"No, never","Not available; NAP, other countries",No answer; NAV (TN),Not available (TN),Not available (TN),06,No,"NAP (Code 0, 2, 7 in VOTE_LE)","NAP (Code 0, 2, 7 in VOTE_LE); NAV (TN)","Not available; NAP, other countries","Not available; NAP, other countries",Two persons,Two adults,No children [school entry age] to 17,No children below [age of school entry],No income,No answer,Married,Tunisia,Tunisia,A country village,Ech-Chaffaï Thala,2018007880000664.0,Not provided,Year 2018,Not provided,Not provided,,Not provided,Complete interview (> 80 % answered)
