COUNTRY,ID,DATE,Q1,Q13A,WT,Q1001,Q1002,Q2061A,Q1COVID19,Q2ACOVID19,Q2BCOVID19,Q12COVID19_3,Q12COVID19_4,Q12COVID19_5A,Q12COVID19_5B,Q5COVID19,Q10COVID19_5,Q13COVID19,Q14COVID19,Q15COVID19_1,Q15COVID19_2,Q16COVID19,Q101,Q102,Q112_1,Q112_2,Q118,Q601_1,Q601_4,Q601_19,Q601_18,Q601_20,Q620,Q619_1A,Q619_1B,Q619_3A,Q619_4A,Q619_5A,Q601A,Q201A_1,Q201A_2,Q201B_6,Q201B_13,QLIB1,Q204A_3,Q204A_1,Q204A_2,Q521_1,Q521_2,Q521_4,Q204_11,Q204_20,Q204_25,Q210,Q211,Q700B_1,Q700B_13,Q700B_23,Q700B_5,Q725_1,Q725_4,Q725_23,Q725_15,Q732B,Q730B,Q734A,Q734B,Q727_1,Q727_4,Q727_5,Q104,Q104A_1,Q104A_2,Q104A_3,Q104A_4,Q104A_5,Q104A_6,Q104A_7,Q104A_8,Q1003,Q1010,Q1010B1,Q1010B2,Q1014C,Q1005,Q1005B,Q1005C,Q1005D,Q1005E,Q1006A,Q1006B_CODE,Q1016,Q1012,Q1012A,Q1012B,Q609,Q602_1,Q602_2,Q602_3,Q602_4A,Q602_4B,Q1011D,Q1011E,Q1011F
Tunisia,1069.0,2021-03-06,Sousse,Big city,1.262485911772427,21.0,Female,Other- specify: ________,Not at all concerned,,No loss of household income,More harmful impact,Less harmful impact,,More harmful impact,Had no effect on your job status,Don’t know,Very unlikely,Vaccine developed in the US,Disruption of my kids’ education,Loss of income,No,Very bad,Somewhat worse,Never true,Never true,Create more job opportunities,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Completely disagree,Not at all,To a medium extent,Not at all,To a great extent,To a small extent,,No trust at all,No trust at all,Quite a lot of trust,A great deal of trust,,Completely dissatisfied,Dissatisfied,Satisfied,Guaranteed to a great extent,Guaranteed to a limited extent,Guaranteed to a medium extent,Bad,Good,Bad,To a medium extent,Not at all,Somewhat favorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Good,Good,Good,Very bad,To a medium extent,Building infrastructure,,Strongly oppose,Turkey,Germany,China,Yes,No,No,No,No,No,No,No,,Secondary,Single,,,3.0,A student,,,,,,,Our net household income covers our expenses without notable difficulties.,Muslim,,,Somewhat religious,Somewhat like,Somewhat like,Would not care,Somewhat like,,Personal phone number,2.0,No
Tunisia,1070.0,2021-03-06,Sousse,Big city,0.7912180663542213,60.0,Male,Financial and administrative corruption,Very concerned,The government’s response has not been adequate,,More harmful impact,Less harmful impact,,More harmful impact,Not applicable- was not employed before the outbreak,Increased,Very likely,Vaccine developed in the US,Increased cost of living (inflation),Loss of income,Yes- money,Bad,Much worse,Never true,Never true,Create more job opportunities,Agree,Agree,Agree,Strongly agree,Strongly agree,Completely agree,To a great extent,To a great extent,To a medium extent,To a medium extent,To a great extent,,A great deal of trust,No trust at all,A great deal of trust,Quite a lot of trust,,Dissatisfied,Dissatisfied,Completely dissatisfied,Guaranteed to a medium extent,Guaranteed to a great extent,Not guaranteed at all,Bad,Very bad,Very bad,To a large extent,Not at all,Somewhat favorable,Very favorable,Very favorable,Somewhat favorable,Bad,Good,Good,Good,To a medium extent,Building infrastructure,,Oppose,Germany,Germany,Germany,Yes,Yes,No,No,No,No,No,No,,Elementary,Married,Yes,No,5.0,Retired,Yes,,,,,,Our net household income does not cover our expenses; we face significant difficulties.,Muslim,,,Somewhat religious,Would not care,Would not care,Would not care,Would not care,,Personal phone number,1.0,No
Tunisia,1071.0,2021-03-06,Gafsa,Big city,1.0608855759193936,36.0,Female,"Economic situation [INTERVIEWER: IF ASKED, POVERTY, UNEMPLOYMENT, INFLATION]",Very concerned,Other citizens have not done a good job of following government recommendations,,More harmful impact,More harmful impact,,More harmful impact,Not applicable- was not employed before the outbreak,Decreased,Somewhat unlikely,Vaccine developed in the UK,Disruption of my kids’ education,Increased cost of living (inflation),No,Very bad,Much better,Sometimes true,Sometimes true,Lower the cost of living (limiting inflation),Strongly agree,Disagree,Strongly disagree,Disagree,Disagree,Completely disagree,To a great extent,Not at all,To a medium extent,To a great extent,To a great extent,,Not a lot of trust,A great deal of trust,A great deal of trust,Not a lot of trust,,Completely dissatisfied,Dissatisfied,Completely dissatisfied,Not guaranteed at all,Guaranteed to a great extent,Not guaranteed at all,Very bad,Bad,Very bad,To a large extent,Not at all,Somewhat favorable,Somewhat favorable,Somewhat favorable,Don’t know,Bad,Don’t know,Don’t know,Good,To a medium extent,Women’s rights,,Strongly oppose,China,France,France,No,,,,,,,,,Elementary,Married,Yes,Yes,5.0,A housewife,,,,Stayed the same,,,Our net household income covers our expenses without notable difficulties.,Muslim,,,Religious,Strongly dislike,Somewhat dislike,Would not care,Somewhat dislike,,Personal phone number,1.0,No
Tunisia,1072.0,2021-03-06,Sfax,Big city,1.3520968264723092,50.0,Male,Financial and administrative corruption,Somewhat concerned,Loss of household income,,About the same impact,Less harmful impact,,Less harmful impact,Had no effect on your job status,Stayed the same,Very unlikely,Vaccine developed in Russia,Disruption of my kids’ education,Increased cost of living (inflation),No,Good,Much better,Never true,Never true,Reform the education system,Disagree,Strongly disagree,Agree,Disagree,Agree,Disagree,To a great extent,Not at all,Not at all,To a great extent,To a great extent,,No trust at all,Not a lot of trust,A great deal of trust,Not a lot of trust,,Completely dissatisfied,Completely dissatisfied,Completely dissatisfied,Guaranteed to a great extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Good,Very bad,Good,To a large extent,Not at all,Somewhat unfavorable,Somewhat favorable,Somewhat favorable,Very unfavorable,Good,Good,Very good,Very bad,To a medium extent,Improving education and vocational training,,Strongly oppose,Germany,Germany,Germany,No,,,,,,,,,Secondary,Married,Yes,Yes,6.0,Employed,,,,,private sector,Other,Our net household income covers our expenses without notable difficulties.,Muslim,,,Somewhat religious,Would not care,Would not care,Somewhat like,Somewhat dislike,,Personal phone number,1.0,No
Tunisia,1074.0,2021-03-06,Nabeul,Big city,0.35451448334127067,33.0,Male,The spread of the coronavirus,Somewhat concerned,Other citizens have not done a good job of following government recommendations,,More harmful impact,More harmful impact,,More harmful impact,Permanently lose your job,Increased,Very likely,Vaccine developed in Russia,Loss of income,Having contracted or coping with long-term side effects of COVID-19,No,Very bad,Much worse,Never true,Never true,Create more job opportunities,Disagree,Agree,Agree,Agree,Disagree,Completely agree,To a great extent,To a great extent,Not at all,To a great extent,To a great extent,,No trust at all,No trust at all,A great deal of trust,Not a lot of trust,,Completely dissatisfied,Completely dissatisfied,Dissatisfied,Guaranteed to a medium extent,Guaranteed to a medium extent,Not guaranteed at all,Very bad,Bad,Bad,To a large extent,Not at all,Somewhat favorable,Somewhat favorable,Very favorable,Very unfavorable,Good,Good,Bad,Very bad,To a medium extent,Building infrastructure,,Strongly oppose,United States,United States,United States,Yes,Yes,No,No,No,No,No,No,,MA and above,Married,Yes,No,3.0,Unemployed or looking for work,,No,No jobs available,,,,Our net household income covers our expenses without notable difficulties.,Muslim,,,Somewhat religious,Would not care,Would not care,Would not care,Would not care,,Personal phone number,2.0,No
Tunisia,1077.0,2021-03-06,Bizerte,Big city,1.1651891485617751,20.0,Male,"Economic situation [INTERVIEWER: IF ASKED, POVERTY, UNEMPLOYMENT, INFLATION]",Somewhat concerned,Having a member of your family get very ill or die,,More harmful impact,Less harmful impact,,More harmful impact,Not applicable- was not employed before the outbreak,Increased,Very unlikely,Vaccine developed in Russia,Disruption of my kids’ education,Constraints on political activity,No,Very bad,Much worse,Never true,Sometimes true,Encouraging foreign investment,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Completely disagree,To a great extent,To a medium extent,Not at all,To a medium extent,To a great extent,,No trust at all,A great deal of trust,Quite a lot of trust,A great deal of trust,,Completely dissatisfied,Completely dissatisfied,Satisfied,Not guaranteed at all,Guaranteed to a medium extent,Not guaranteed at all,Very bad,Very bad,Very bad,To a large extent,Not at all,Somewhat favorable,Somewhat favorable,Somewhat favorable,Somewhat unfavorable,Very good,Don’t know,Don’t know,Very good,To a great extent,Improving education and vocational training,,Refused to answer,China,Germany,China,Yes,Yes,Yes,No,No,No,No,No,,Secondary,Single,,,5.0,A student,,,,,,,Our net household income does not cover our expenses; we face some difficulties.,Muslim,,,Not religious,Would not care,Would not care,Would not care,Strongly dislike,,Shared with another person,2.0,No
Tunisia,1078.0,2021-03-06,Tataouine,Village or town,1.970970264831831,65.0,Male,Other- specify: ________,Very concerned,Other- SPECIFY,,More harmful impact,Less harmful impact,,Don’t know,A temporary interruption in your job,Increased,Very likely,Vaccine developed in Russia,Increased cost of living (inflation),Having contracted or coping with long-term side effects of COVID-19,No,Bad,Somewhat worse,Sometimes true,Never true,Create more job opportunities,Agree,Disagree,Agree,Agree,Agree,Disagree,To a great extent,Not at all,Not at all,To a great extent,Not at all,,Not a lot of trust,A great deal of trust,A great deal of trust,A great deal of trust,,Satisfied,Completely dissatisfied,Satisfied,Guaranteed to a medium extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Bad,Bad,Bad,To a large extent,To a large extent,Somewhat favorable,Somewhat favorable,Somewhat favorable,Refused to answer,Bad,Good,Good,Good,To a medium extent,Other,,Strongly favor,United States,Germany,France,Yes,Yes,No,No,No,No,No,No,,Secondary,Married,Yes,No,9.0,Retired,Yes,,,,,,Our net household income does not cover our expenses; we face some difficulties.,Muslim,,,Religious,Would not care,Somewhat like,Strongly dislike,Would not care,,Personal phone number,2.0,No
Tunisia,1079.0,2021-03-06,Ariana,Big city,0.39118137655249724,26.0,Male,Financial and administrative corruption,Not at all concerned,,The health threat posed by the coronavirus is exaggerated,About the same impact,Less harmful impact,,Less harmful impact,Had no effect on your job status,Stayed the same,Very unlikely,I would not get any of these,Decreased availability of basic goods (scarcity),Disruption of my kids’ education,No,Very bad,Much worse,Sometimes true,Sometimes true,Reform the education system,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Agree,Completely disagree,To a great extent,To a great extent,Not at all,To a great extent,To a great extent,,No trust at all,No trust at all,A great deal of trust,No trust at all,,Completely dissatisfied,Completely dissatisfied,Completely dissatisfied,Guaranteed to a medium extent,Guaranteed to a medium extent,Guaranteed to a medium extent,Very bad,Very good,Very bad,To a large extent,Not at all,Very unfavorable,Very favorable,Very favorable,Very unfavorable,Don’t know,Very good,Very good,Very bad,Not at all,Improving education and vocational training,,Strongly oppose,Germany,Germany,Germany,Yes,No,No,No,No,No,No,No,,BA,Refused to answer,,,99999.0,Employed,,,,,private sector,Industry,Our net household income does not cover our expenses; we face some difficulties.,Refused to answer,,,Refused to answer,Refused to answer,Refused to answer,Refused to answer,,,Declined to answer,Declined to answer,No
Tunisia,1080.0,2021-03-06,Jendouba,Rural area,0.8671725286019742,60.0,Male,Foreign interference,Not at all concerned,,The government’s response has been adequate to stop the spread of the coronavirus,More harmful impact,More harmful impact,,Don’t know,Had no effect on your job status,Increased,Very unlikely,Vaccine developed in Russia,Other_____ Specify,Adverse effects on psycho-emotional state (nafsiyeh),No,Good,Somewhat better,Never true,Never true,Reform the education system,Disagree,Disagree,Disagree,Agree,Disagree,Completely agree,To a great extent,To a medium extent,To a great extent,To a medium extent,Not at all,,No trust at all,Not a lot of trust,Quite a lot of trust,Quite a lot of trust,,Completely dissatisfied,Dissatisfied,Dissatisfied,Not guaranteed at all,Guaranteed to a medium extent,Decline to answer,Good,Good,Very bad,To a large extent,Not at all,Somewhat unfavorable,Somewhat favorable,Very favorable,Somewhat unfavorable,Don’t know,Good,Neither good nor bad,Good,Not at all,Civil society development,,Strongly oppose,Germany,Germany,Germany,No,,,,,,,,,Elementary,Married,No,,2.0,Unemployed or looking for work,,No,Family obligations prevent me,,,,Our net household income does not cover our expenses; we face some difficulties.,Muslim,,,Religious,Somewhat like,Somewhat like,Somewhat like,Strongly like,,Personal phone number,2.0,No
Tunisia,1084.0,2021-03-06,Nabeul,Village or town,1.4455843177396204,22.0,Female,"Economic situation [INTERVIEWER: IF ASKED, POVERTY, UNEMPLOYMENT, INFLATION]",Somewhat concerned,Having a member of your family get very ill or die,,More harmful impact,About the same impact,,Less harmful impact,Not applicable- was not employed before the outbreak,Increased,Somewhat likely,Vaccine developed in the US,Having contracted or coping with long-term side effects of COVID-19,Loss of income,No,Very bad,Almost the same,Never true,Never true,Create more job opportunities,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Completely disagree,To a great extent,To a great extent,To a small extent,To a great extent,To a great extent,,No trust at all,Not a lot of trust,A great deal of trust,A great deal of trust,,Dissatisfied,Completely dissatisfied,Dissatisfied,Guaranteed to a great extent,Not guaranteed at all,Guaranteed to a medium extent,Very bad,Bad,Bad,To a small extent,To a medium extent,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Bad,Bad,Good,Not at all,Civil society development,,Don't know,Germany,United States,France,Yes,No,No,No,No,Yes,No,No,,Mid-level diploma/professional or technical,Single,,,5.0,Unemployed or looking for work,,Yes,,,,,Our net household income does not cover our expenses; we face some difficulties.,Muslim,,,Not religious,Strongly dislike,Strongly like,Strongly like,Somewhat like,,Personal phone number,1.0,No
Tunisia,1085.0,2021-03-06,Tunis,Big city,0.3858928371822337,60.0,Male,"Economic situation [INTERVIEWER: IF ASKED, POVERTY, UNEMPLOYMENT, INFLATION]",Very concerned,Inability of the healthcare system to handle COVID-19 cases,,More harmful impact,Less harmful impact,,About the same impact,You had to work from home but it caused no serious interruption,Stayed the same,Very likely,Vaccine developed in the US,Decreased availability of basic goods (scarcity),Disruption of my kids’ education,No,Very bad,Almost the same,Never true,Never true,Encouraging foreign investment,Disagree,Strongly disagree,Agree,Disagree,Disagree,Completely disagree,To a medium extent,To a medium extent,Not at all,To a great extent,To a medium extent,,No trust at all,A great deal of trust,A great deal of trust,No trust at all,,Completely dissatisfied,Dissatisfied,Dissatisfied,Guaranteed to a medium extent,Guaranteed to a great extent,Guaranteed to a medium extent,Very bad,Very bad,Bad,To a large extent,Not at all,Somewhat favorable,Somewhat unfavorable,Very favorable,Somewhat favorable,Good,Good,Good,Bad,To a medium extent,Improving education and vocational training,,Strongly oppose,Germany,France,China,Yes,Yes,Yes,No,Yes,No,No,No,,BA,Married,Yes,No,3.0,Retired,Yes,,,,,,Our net household income covers our expenses without notable difficulties.,Muslim,,,Religious,Would not care,Would not care,Would not care,Somewhat dislike,,Personal phone number,2.0,No
Tunisia,1087.0,2021-03-06,Gafsa,Village or town,1.9540184347719651,61.0,Male,Internal instability and security,Somewhat not concerned,,Other- SPECIFY,More harmful impact,Less harmful impact,,About the same impact,Not applicable- was not employed before the outbreak,Increased,Very unlikely,I would not get any of these,Disruption of my kids’ education,Loss of income,No,Very bad,Almost the same,Never true,Often true,Encouraging foreign investment,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Completely agree,To a great extent,To a great extent,To a great extent,Not at all,Not at all,,Quite a lot of trust,No trust at all,A great deal of trust,Quite a lot of trust,,Satisfied,Dissatisfied,Completely dissatisfied,Guaranteed to a great extent,Guaranteed to a great extent,Guaranteed to a great extent,Very bad,Bad,Good,To a large extent,To a medium extent,Very unfavorable,Very favorable,Very unfavorable,Very favorable,Don’t know,Very good,Very good,Very bad,Not at all,Building infrastructure,,Strongly oppose,China,United States,China,Yes,No,No,No,No,No,No,No,,Secondary,Married,Yes,Yes,9.0,Retired,Yes,,,,,,Our net household income does not cover our expenses; we face significant difficulties.,Muslim,,,Religious,Strongly like,Strongly like,Strongly like,Somewhat like,,Personal phone number,1.0,No
